OBJECTID,Data,Estação,Nome_Estação,Poluente,Classificação,IQAR
11957,2018-03-25T15:00:00.000Z,IR,Irajá,O3,Regular,56
11958,2018-03-25T15:00:00.000Z,BG,Bangu,O3,Regular,64
11959,2018-03-25T15:00:00.000Z,CG,Campo Grande,O3,Regular,53
11960,2018-03-25T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,39
11961,2018-03-26T15:00:00.000Z,CA,Centro,O3,Regular,57
11962,2018-03-26T15:00:00.000Z,AV,Copacabana,O3,Boa,45
11963,2018-03-26T15:00:00.000Z,SC,São Cristóvão,O3,Inadequada,116
11964,2018-03-26T15:00:00.000Z,SP,Tijuca,O3,Regular,81
11965,2018-03-26T15:00:00.000Z,IR,Irajá,O3,Boa,43
11966,2018-03-26T15:00:00.000Z,BG,Bangu,O3,Regular,86
11967,2018-03-26T15:00:00.000Z,CG,Campo Grande,O3,Boa,33
11968,2018-03-26T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,56
11969,2018-03-27T15:00:00.000Z,CA,Centro,O3,Boa,42
11970,2018-03-27T15:00:00.000Z,AV,Copacabana,PI,Boa,46
11971,2018-03-27T15:00:00.000Z,SC,São Cristóvão,O3,Regular,65
11972,2018-03-27T15:00:00.000Z,SP,Tijuca,O3,Regular,59
11973,2018-03-27T15:00:00.000Z,IR,Irajá,O3,Regular,55
11974,2018-03-27T15:00:00.000Z,BG,Bangu,O3,Regular,92
11975,2018-03-27T15:00:00.000Z,CG,Campo Grande,O3,Regular,70
11976,2018-03-27T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,58
11977,2018-03-28T15:00:00.000Z,CA,Centro,PI,Boa,33
11978,2018-03-28T15:00:00.000Z,AV,Copacabana,PI,Boa,43
11979,2018-03-28T15:00:00.000Z,SC,São Cristóvão,O3,Regular,87
11980,2018-03-28T15:00:00.000Z,SP,Tijuca,O3,Regular,64
11981,2018-03-28T15:00:00.000Z,IR,Irajá,PI,Boa,37
11982,2018-03-28T15:00:00.000Z,BG,Bangu,O3,Regular,98
11983,2018-03-28T15:00:00.000Z,CG,Campo Grande,O3,Regular,74
11984,2018-03-28T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,59
11985,2018-03-29T15:00:00.000Z,CA,Centro,PI,Boa,29
11986,2018-03-29T15:00:00.000Z,AV,Copacabana,PI,Boa,39
11987,2018-03-29T15:00:00.000Z,SC,São Cristóvão,O3,Boa,34
11988,2018-03-29T15:00:00.000Z,SP,Tijuca,O3,Boa,29
11989,2018-03-29T15:00:00.000Z,IR,Irajá,PI,Boa,31
11990,2018-03-29T15:00:00.000Z,BG,Bangu,O3,Regular,96
11991,2018-03-29T15:00:00.000Z,CG,Campo Grande,O3,Regular,58
11992,2018-03-29T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,47
11993,2018-03-30T15:00:00.000Z,CA,Centro,O3,Boa,28
11994,2018-03-30T15:00:00.000Z,AV,Copacabana,PI,Boa,35
11995,2018-03-30T15:00:00.000Z,SC,São Cristóvão,O3,Boa,41
11996,2018-03-30T15:00:00.000Z,SP,Tijuca,O3,Boa,44
11997,2018-03-30T15:00:00.000Z,IR,Irajá,Indisponivel,Indisponivel,
11998,2018-03-30T15:00:00.000Z,BG,Bangu,O3,Regular,86
11999,2018-03-30T15:00:00.000Z,CG,Campo Grande,O3,Boa,50
12000,2018-03-30T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,45
8001,2016-11-16T16:00:00.000Z,CA,Centro,O3,Boa,38
8002,2016-11-16T16:00:00.000Z,AV,Copacabana,PI,Regular,51
8003,2016-11-16T16:00:00.000Z,SC,São Cristóvão,O3,Boa,42
8004,2016-11-16T16:00:00.000Z,SP,Tijuca,NO2,Boa,32
8005,2016-11-16T16:00:00.000Z,IR,Irajá,O3,Boa,44
8006,2016-11-16T16:00:00.000Z,BG,Bangu,O3,Regular,62
8007,2016-11-16T16:00:00.000Z,CG,Campo Grande,O3,Boa,28
8008,2016-11-16T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,26
8009,2016-11-17T16:00:00.000Z,CA,Centro,O3,Boa,25
8010,2016-11-17T16:00:00.000Z,AV,Copacabana,PI,Boa,49
8011,2016-11-17T16:00:00.000Z,SC,São Cristóvão,O3,Boa,30
8012,2016-11-17T16:00:00.000Z,SP,Tijuca,NO2,Boa,48
8013,2016-11-17T16:00:00.000Z,IR,Irajá,O3,Regular,52
8014,2016-11-17T16:00:00.000Z,BG,Bangu,O3,Regular,66
8015,2016-11-17T16:00:00.000Z,CG,Campo Grande,O3,Regular,54
8016,2016-11-17T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,39
8017,2016-11-18T16:00:00.000Z,CA,Centro,O3,Boa,20
8018,2016-11-18T16:00:00.000Z,AV,Copacabana,PI,Boa,48
8019,2016-11-18T16:00:00.000Z,SC,São Cristóvão,O3,Boa,27
8020,2016-11-18T16:00:00.000Z,SP,Tijuca,NO2,Regular,54
8021,2016-11-18T16:00:00.000Z,IR,Irajá,O3,Boa,44
8022,2016-11-18T16:00:00.000Z,BG,Bangu,O3,Regular,57
8023,2016-11-18T16:00:00.000Z,CG,Campo Grande,O3,Boa,43
8024,2016-11-18T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,33
8025,2016-11-19T16:00:00.000Z,CA,Centro,O3,Boa,33
8026,2016-11-19T16:00:00.000Z,AV,Copacabana,PI,Regular,53
8027,2016-11-19T16:00:00.000Z,SC,São Cristóvão,O3,Boa,36
8028,2016-11-19T16:00:00.000Z,SP,Tijuca,PI,Boa,34
8029,2016-11-19T16:00:00.000Z,IR,Irajá,PI,Boa,39
8030,2016-11-19T16:00:00.000Z,BG,Bangu,O3,Boa,46
8031,2016-11-19T16:00:00.000Z,CG,Campo Grande,O3,Boa,42
8032,2016-11-19T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,42
8033,2016-11-20T16:00:00.000Z,CA,Centro,O3,Boa,35
8034,2016-11-20T16:00:00.000Z,AV,Copacabana,PI,Regular,56
8035,2016-11-20T16:00:00.000Z,SC,São Cristóvão,O3,Boa,32
8036,2016-11-20T16:00:00.000Z,SP,Tijuca,PI,Boa,33
8037,2016-11-20T16:00:00.000Z,IR,Irajá,O3,Regular,51
8038,2016-11-20T16:00:00.000Z,BG,Bangu,O3,Regular,57
8039,2016-11-20T16:00:00.000Z,CG,Campo Grande,O3,Boa,42
8040,2016-11-20T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Regular,51
8041,2016-11-21T16:00:00.000Z,CA,Centro,O3,Boa,47
8042,2016-11-21T16:00:00.000Z,AV,Copacabana,PI,Regular,53
8043,2016-11-21T16:00:00.000Z,SC,São Cristóvão,O3,Regular,78
8044,2016-11-21T16:00:00.000Z,SP,Tijuca,NO2,Boa,44
8045,2016-11-21T16:00:00.000Z,IR,Irajá,O3,Regular,83
8046,2016-11-21T16:00:00.000Z,BG,Bangu,O3,Regular,64
8047,2016-11-21T16:00:00.000Z,CG,Campo Grande,O3,Regular,59
8048,2016-11-21T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,30
8049,2016-11-22T16:00:00.000Z,CA,Centro,PI,Regular,51
8050,2016-11-22T16:00:00.000Z,AV,Copacabana,PI,Regular,66
8051,2016-11-22T16:00:00.000Z,SC,São Cristóvão,O3,Regular,53
8052,2016-11-22T16:00:00.000Z,SP,Tijuca,NO2,Regular,56
8053,2016-11-22T16:00:00.000Z,IR,Irajá,PI,Regular,66
8054,2016-11-22T16:00:00.000Z,BG,Bangu,O3,Regular,75
8055,2016-11-22T16:00:00.000Z,CG,Campo Grande,O3,Regular,62
8056,2016-11-22T16:00:00.000Z,PG,Pedra de Guaratiba,Indisponivel,Indisponivel,
8057,2016-11-23T16:00:00.000Z,CA,Centro,PI,Boa,35
8058,2016-11-23T16:00:00.000Z,AV,Copacabana,PI,Regular,57
8059,2016-11-23T16:00:00.000Z,SC,São Cristóvão,O3,Boa,39
8060,2016-11-23T16:00:00.000Z,SP,Tijuca,O3,Boa,35
8061,2016-11-23T16:00:00.000Z,IR,Irajá,PI,Regular,55
8062,2016-11-23T16:00:00.000Z,BG,Bangu,O3,Regular,68
8063,2016-11-23T16:00:00.000Z,CG,Campo Grande,O3,Regular,58
8064,2016-11-23T16:00:00.000Z,PG,Pedra de Guaratiba,Indisponivel,Indisponivel,
8065,2016-11-24T16:00:00.000Z,CA,Centro,PI,Boa,30
8066,2016-11-24T16:00:00.000Z,AV,Copacabana,PI,Regular,55
8067,2016-11-24T16:00:00.000Z,SC,São Cristóvão,O3,Boa,33
8068,2016-11-24T16:00:00.000Z,SP,Tijuca,PI,Boa,40
8069,2016-11-24T16:00:00.000Z,IR,Irajá,PI,Regular,53
8070,2016-11-24T16:00:00.000Z,BG,Bangu,O3,Regular,56
8071,2016-11-24T16:00:00.000Z,CG,Campo Grande,O3,Boa,47
8072,2016-11-24T16:00:00.000Z,PG,Pedra de Guaratiba,Indisponivel,Indisponivel,
8073,2016-11-25T15:00:00.000Z,CA,Centro,O3,Boa,32
8074,2016-11-25T15:00:00.000Z,AV,Copacabana,PI,Regular,52
8075,2016-11-25T15:00:00.000Z,SC,São Cristóvão,O3,Boa,38
8076,2016-11-25T15:00:00.000Z,SP,Tijuca,O3,Boa,33
8077,2016-11-25T15:00:00.000Z,IR,Irajá,O3,Regular,69
8078,2016-11-25T15:00:00.000Z,BG,Bangu,O3,Regular,94
8079,2016-11-25T15:00:00.000Z,CG,Campo Grande,O3,Regular,84
8080,2016-11-25T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,51
8081,2016-11-26T15:00:00.000Z,CA,Centro,O3,Boa,26
8082,2016-11-26T15:00:00.000Z,AV,Copacabana,PI,Regular,52
8083,2016-11-26T15:00:00.000Z,SC,São Cristóvão,O3,Boa,34
8084,2016-11-26T15:00:00.000Z,SP,Tijuca,O3,Boa,33
8085,2016-11-26T15:00:00.000Z,IR,Irajá,O3,Regular,56
8086,2016-11-26T15:00:00.000Z,BG,Bangu,O3,Regular,89
8087,2016-11-26T15:00:00.000Z,CG,Campo Grande,O3,Regular,73
8088,2016-11-26T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,52
8089,2016-11-27T16:00:00.000Z,CA,Centro,O3,Boa,32
8090,2016-11-27T16:00:00.000Z,AV,Copacabana,PI,Regular,53
8091,2016-11-27T16:00:00.000Z,SC,São Cristóvão,O3,Boa,38
8092,2016-11-27T16:00:00.000Z,SP,Tijuca,O3,Boa,43
8093,2016-11-27T16:00:00.000Z,IR,Irajá,O3,Regular,58
8094,2016-11-27T16:00:00.000Z,BG,Bangu,O3,Regular,92
8095,2016-11-27T16:00:00.000Z,CG,Campo Grande,O3,Regular,97
8096,2016-11-27T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Regular,56
8097,2016-11-28T16:00:00.000Z,CA,Centro,O3,Boa,45
8098,2016-11-28T16:00:00.000Z,AV,Copacabana,PI,Regular,59
8099,2016-11-28T16:00:00.000Z,SC,São Cristóvão,O3,Regular,71
8100,2016-11-28T16:00:00.000Z,SP,Tijuca,O3,Regular,88
8101,2016-11-28T16:00:00.000Z,IR,Irajá,O3,Regular,94
8102,2016-11-28T16:00:00.000Z,BG,Bangu,O3,Regular,93
8103,2016-11-28T16:00:00.000Z,CG,Campo Grande,O3,Regular,92
8104,2016-11-28T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,56
8105,2016-11-29T15:00:00.000Z,CA,Centro,PI,Regular,52
8106,2016-11-29T15:00:00.000Z,AV,Copacabana,O3,Boa,33
8107,2016-11-29T15:00:00.000Z,SC,São Cristóvão,O3,Regular,58
8108,2016-11-29T15:00:00.000Z,SP,Tijuca,O3,Regular,71
8109,2016-11-29T15:00:00.000Z,IR,Irajá,O3,Regular,99
8110,2016-11-29T15:00:00.000Z,BG,Bangu,O3,Regular,98
8111,2016-11-29T15:00:00.000Z,CG,Campo Grande,O3,Regular,86
8112,2016-11-29T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,53
8113,2016-11-30T15:00:00.000Z,CA,Centro,PI,Boa,22
8114,2016-11-30T15:00:00.000Z,AV,Copacabana,O3,Boa,15
8115,2016-11-30T15:00:00.000Z,SC,São Cristóvão,O3,Boa,30
8116,2016-11-30T15:00:00.000Z,SP,Tijuca,PI,Boa,24
8117,2016-11-30T15:00:00.000Z,IR,Irajá,PI,Boa,41
8118,2016-11-30T15:00:00.000Z,BG,Bangu,O3,Boa,43
8119,2016-11-30T15:00:00.000Z,CG,Campo Grande,O3,Boa,29
8120,2016-11-30T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,37
8121,2016-12-01T15:00:00.000Z,CA,Centro,PI,Boa,31
8122,2016-12-01T15:00:00.000Z,AV,Copacabana,PI,Regular,58
8123,2016-12-01T15:00:00.000Z,SC,São Cristóvão,PI,Boa,25
8124,2016-12-01T15:00:00.000Z,SP,Tijuca,O3,Boa,40
8125,2016-12-01T15:00:00.000Z,IR,Irajá,PI,Boa,32
8126,2016-12-01T15:00:00.000Z,BG,Bangu,O3,Boa,48
8127,2016-12-01T15:00:00.000Z,CG,Campo Grande,O3,Boa,32
8128,2016-12-01T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,38
8129,2016-12-02T16:00:00.000Z,CA,Centro,PI,Boa,31
8130,2016-12-02T16:00:00.000Z,AV,Copacabana,PI,Regular,53
8131,2016-12-02T16:00:00.000Z,SC,São Cristóvão,O3,Boa,30
8132,2016-12-02T16:00:00.000Z,SP,Tijuca,PI,Boa,32
8133,2016-12-02T16:00:00.000Z,IR,Irajá,O3,Boa,47
8134,2016-12-02T16:00:00.000Z,BG,Bangu,O3,Regular,53
8135,2016-12-02T16:00:00.000Z,CG,Campo Grande,O3,Boa,39
8136,2016-12-02T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Regular,61
8137,2016-12-03T16:00:00.000Z,CA,Centro,O3,Boa,30
8138,2016-12-03T16:00:00.000Z,AV,Copacabana,PI,Boa,47
8139,2016-12-03T16:00:00.000Z,SC,São Cristóvão,O3,Boa,43
8140,2016-12-03T16:00:00.000Z,SP,Tijuca,O3,Boa,41
8141,2016-12-03T16:00:00.000Z,IR,Irajá,O3,Regular,79
8142,2016-12-03T16:00:00.000Z,BG,Bangu,O3,Regular,86
8143,2016-12-03T16:00:00.000Z,CG,Campo Grande,O3,Regular,57
8144,2016-12-03T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,48
8145,2016-12-04T16:00:00.000Z,CA,Centro,O3,Regular,51
8146,2016-12-04T16:00:00.000Z,AV,Copacabana,PI,Regular,53
8147,2016-12-04T16:00:00.000Z,SC,São Cristóvão,O3,Boa,46
8148,2016-12-04T16:00:00.000Z,SP,Tijuca,O3,Boa,42
8149,2016-12-04T16:00:00.000Z,IR,Irajá,O3,Regular,60
8150,2016-12-04T16:00:00.000Z,BG,Bangu,O3,Regular,96
8151,2016-12-04T16:00:00.000Z,CG,Campo Grande,O3,Regular,63
8152,2016-12-04T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,23
8153,2016-12-05T16:00:00.000Z,CA,Centro,O3,Boa,31
8154,2016-12-05T16:00:00.000Z,AV,Copacabana,PI,Boa,50
8155,2016-12-05T16:00:00.000Z,SC,São Cristóvão,O3,Boa,29
8156,2016-12-05T16:00:00.000Z,SP,Tijuca,O3,Boa,29
8157,2016-12-05T16:00:00.000Z,IR,Irajá,O3,Boa,35
8158,2016-12-05T16:00:00.000Z,BG,Bangu,O3,Boa,43
8159,2016-12-05T16:00:00.000Z,CG,Campo Grande,O3,Boa,35
8160,2016-12-05T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,40
8161,2016-12-06T16:00:00.000Z,CA,Centro,PI,Boa,29
8162,2016-12-06T16:00:00.000Z,AV,Copacabana,PI,Regular,59
8163,2016-12-06T16:00:00.000Z,SC,São Cristóvão,O3,Boa,39
8164,2016-12-06T16:00:00.000Z,SP,Tijuca,NO2,Boa,31
8165,2016-12-06T16:00:00.000Z,IR,Irajá,O3,Boa,42
8166,2016-12-06T16:00:00.000Z,BG,Bangu,PI,Boa,27
8167,2016-12-06T16:00:00.000Z,CG,Campo Grande,PI,Boa,28
8168,2016-12-06T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,40
8169,2016-12-07T16:00:00.000Z,CA,Centro,PI,Boa,36
8170,2016-12-07T16:00:00.000Z,AV,Copacabana,PI,Regular,55
8171,2016-12-07T16:00:00.000Z,SC,São Cristóvão,O3,Boa,37
8172,2016-12-07T16:00:00.000Z,SP,Tijuca,NO2,Boa,37
8173,2016-12-07T16:00:00.000Z,IR,Irajá,O3,Regular,82
8174,2016-12-07T16:00:00.000Z,BG,Bangu,O3,Má,205
8175,2016-12-07T16:00:00.000Z,CG,Campo Grande,O3,Regular,60
8176,2016-12-07T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,51
8177,2016-12-08T16:00:00.000Z,CA,Centro,O3,Boa,36
8178,2016-12-08T16:00:00.000Z,AV,Copacabana,PI,Regular,52
8179,2016-12-08T16:00:00.000Z,SC,São Cristóvão,O3,Boa,43
8180,2016-12-08T16:00:00.000Z,SP,Tijuca,NO2,Boa,48
8181,2016-12-08T16:00:00.000Z,IR,Irajá,O3,Regular,83
8182,2016-12-08T16:00:00.000Z,BG,Bangu,Indisponivel,Indisponivel,
8183,2016-12-08T16:00:00.000Z,CG,Campo Grande,O3,Regular,63
8184,2016-12-08T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,68
8185,2016-12-09T16:00:00.000Z,CA,Centro,O3,Boa,45
8186,2016-12-09T16:00:00.000Z,AV,Copacabana,PI,Regular,55
8187,2016-12-09T16:00:00.000Z,SC,São Cristóvão,O3,Regular,57
8188,2016-12-09T16:00:00.000Z,SP,Tijuca,O3,Boa,43
8189,2016-12-09T16:00:00.000Z,IR,Irajá,O3,Regular,72
8190,2016-12-09T16:00:00.000Z,BG,Bangu,PI,Boa,27
8191,2016-12-09T16:00:00.000Z,CG,Campo Grande,O3,Regular,61
8192,2016-12-09T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,54
8193,2016-12-10T16:00:00.000Z,CA,Centro,O3,Boa,41
8194,2016-12-10T16:00:00.000Z,AV,Copacabana,PI,Boa,44
8195,2016-12-10T16:00:00.000Z,SC,São Cristóvão,O3,Regular,56
8196,2016-12-10T16:00:00.000Z,SP,Tijuca,Indisponivel,Indisponivel,
8197,2016-12-10T16:00:00.000Z,IR,Irajá,Indisponivel,Indisponivel,
8198,2016-12-10T16:00:00.000Z,BG,Bangu,O3,Inadequada,159
8199,2016-12-10T16:00:00.000Z,CG,Campo Grande,Indisponivel,Indisponivel,
8200,2016-12-10T16:00:00.000Z,PG,Pedra de Guaratiba,Indisponivel,Indisponivel,
8201,2016-12-11T16:00:00.000Z,CA,Centro,O3,Regular,95
8202,2016-12-11T16:00:00.000Z,AV,Copacabana,O3,Regular,69
8203,2016-12-11T16:00:00.000Z,SC,São Cristóvão,O3,Regular,55
8204,2016-12-11T16:00:00.000Z,SP,Tijuca,Indisponivel,Indisponivel,
8205,2016-12-11T16:00:00.000Z,IR,Irajá,O3,Regular,57
8206,2016-12-11T16:00:00.000Z,BG,Bangu,O3,Regular,92
8207,2016-12-11T16:00:00.000Z,CG,Campo Grande,Indisponivel,Indisponivel,
8208,2016-12-11T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,45
8209,2016-12-12T16:00:00.000Z,CA,Centro,O3,Regular,66
8210,2016-12-12T16:00:00.000Z,AV,Copacabana,PI,Regular,57
8211,2016-12-12T16:00:00.000Z,SC,São Cristóvão,O3,Regular,54
8212,2016-12-12T16:00:00.000Z,SP,Tijuca,O3,Boa,46
8213,2016-12-12T16:00:00.000Z,IR,Irajá,O3,Regular,73
8214,2016-12-12T16:00:00.000Z,BG,Bangu,O3,Inadequada,147
8215,2016-12-12T16:00:00.000Z,CG,Campo Grande,NO2,Boa,20
8216,2016-12-12T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,62
8217,2016-12-13T15:00:00.000Z,CA,Centro,O3,Boa,46
8218,2016-12-13T15:00:00.000Z,AV,Copacabana,PI,Regular,52
8219,2016-12-13T15:00:00.000Z,SC,São Cristóvão,O3,Boa,41
8220,2016-12-13T15:00:00.000Z,SP,Tijuca,O3,Regular,62
8221,2016-12-13T15:00:00.000Z,IR,Irajá,O3,Regular,82
8222,2016-12-13T15:00:00.000Z,BG,Bangu,O3,Regular,67
8223,2016-12-13T15:00:00.000Z,CG,Campo Grande,NO2,Boa,21
8224,2016-12-13T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,34
8225,2016-12-14T15:00:00.000Z,CA,Centro,O3,Boa,40
8226,2016-12-14T15:00:00.000Z,AV,Copacabana,PI,Regular,53
8227,2016-12-14T15:00:00.000Z,SC,São Cristóvão,O3,Boa,39
8228,2016-12-14T15:00:00.000Z,SP,Tijuca,O3,Regular,73
8229,2016-12-14T15:00:00.000Z,IR,Irajá,O3,Boa,40
8230,2016-12-14T15:00:00.000Z,BG,Bangu,O3,Regular,52
8231,2016-12-14T15:00:00.000Z,CG,Campo Grande,NO2,Boa,21
8232,2016-12-14T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,33
8233,2016-12-15T16:00:00.000Z,CA,Centro,PI,Boa,39
8234,2016-12-15T16:00:00.000Z,AV,Copacabana,PI,Regular,62
8235,2016-12-15T16:00:00.000Z,SC,São Cristóvão,O3,Boa,25
8236,2016-12-15T16:00:00.000Z,SP,Tijuca,PI,Boa,35
8237,2016-12-15T16:00:00.000Z,IR,Irajá,PI,Boa,32
8238,2016-12-15T16:00:00.000Z,BG,Bangu,O3,Boa,36
8239,2016-12-15T16:00:00.000Z,CG,Campo Grande,NO2,Boa,16
8240,2016-12-15T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,49
8241,2016-12-16T16:00:00.000Z,CA,Centro,PI,Boa,26
8242,2016-12-16T16:00:00.000Z,AV,Copacabana,PI,Boa,49
8243,2016-12-16T16:00:00.000Z,SC,São Cristóvão,PI,Boa,16
8244,2016-12-16T16:00:00.000Z,SP,Tijuca,NO2,Boa,41
8245,2016-12-16T16:00:00.000Z,IR,Irajá,PI,Boa,28
8246,2016-12-16T16:00:00.000Z,BG,Bangu,O3,Boa,38
8247,2016-12-16T16:00:00.000Z,CG,Campo Grande,PI,Boa,31
8248,2016-12-16T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Regular,52
8249,2016-12-17T16:00:00.000Z,CA,Centro,PI,Boa,25
8250,2016-12-17T16:00:00.000Z,AV,Copacabana,PI,Boa,44
8251,2016-12-17T16:00:00.000Z,SC,São Cristóvão,PI,Boa,20
8252,2016-12-17T16:00:00.000Z,SP,Tijuca,NO2,Boa,28
8253,2016-12-17T16:00:00.000Z,IR,Irajá,PI,Boa,28
8254,2016-12-17T16:00:00.000Z,BG,Bangu,O3,Boa,36
8255,2016-12-17T16:00:00.000Z,CG,Campo Grande,O3,Boa,14
8256,2016-12-17T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,36
8257,2016-12-18T16:00:00.000Z,CA,Centro,O3,Boa,27
8258,2016-12-18T16:00:00.000Z,AV,Copacabana,PI,Boa,46
8259,2016-12-18T16:00:00.000Z,SC,São Cristóvão,O3,Boa,30
8260,2016-12-18T16:00:00.000Z,SP,Tijuca,NO2,Boa,32
8261,2016-12-18T16:00:00.000Z,IR,Irajá,O3,Boa,40
8262,2016-12-18T16:00:00.000Z,BG,Bangu,O3,Regular,73
8263,2016-12-18T16:00:00.000Z,CG,Campo Grande,O3,Boa,36
8264,2016-12-18T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,44
8265,2016-12-19T16:00:00.000Z,CA,Centro,O3,Boa,27
8266,2016-12-19T16:00:00.000Z,AV,Copacabana,PI,Boa,49
8267,2016-12-19T16:00:00.000Z,SC,São Cristóvão,O3,Boa,30
8268,2016-12-19T16:00:00.000Z,SP,Tijuca,Indisponivel,Indisponivel,
8269,2016-12-19T16:00:00.000Z,IR,Irajá,O3,Regular,59
8270,2016-12-19T16:00:00.000Z,BG,Bangu,O3,Regular,61
8271,2016-12-19T16:00:00.000Z,CG,Campo Grande,NO2,Boa,23
8272,2016-12-19T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,46
8273,2016-12-20T16:00:00.000Z,CA,Centro,O3,Boa,32
8274,2016-12-20T16:00:00.000Z,AV,Copacabana,PI,Regular,52
8275,2016-12-20T16:00:00.000Z,SC,São Cristóvão,O3,Boa,48
8276,2016-12-20T16:00:00.000Z,SP,Tijuca,O3,Boa,43
8277,2016-12-20T16:00:00.000Z,IR,Irajá,O3,Regular,86
8278,2016-12-20T16:00:00.000Z,BG,Bangu,O3,Regular,86
8279,2016-12-20T16:00:00.000Z,CG,Campo Grande,O3,Boa,31
8280,2016-12-20T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,60
8281,2016-12-21T16:00:00.000Z,CA,Centro,O3,Boa,41
8282,2016-12-21T16:00:00.000Z,AV,Copacabana,PI,Regular,53
8283,2016-12-21T16:00:00.000Z,SC,São Cristóvão,O3,Regular,57
8284,2016-12-21T16:00:00.000Z,SP,Tijuca,O3,Boa,50
8285,2016-12-21T16:00:00.000Z,IR,Irajá,O3,Regular,73
8286,2016-12-21T16:00:00.000Z,BG,Bangu,O3,Regular,86
8287,2016-12-21T16:00:00.000Z,CG,Campo Grande,O3,Boa,47
8288,2016-12-21T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,67
8289,2016-12-22T16:00:00.000Z,CA,Centro,O3,Boa,47
8290,2016-12-22T16:00:00.000Z,AV,Copacabana,PI,Regular,51
8291,2016-12-22T16:00:00.000Z,SC,São Cristóvão,O3,Regular,57
8292,2016-12-22T16:00:00.000Z,SP,Tijuca,O3,Regular,59
8293,2016-12-22T16:00:00.000Z,IR,Irajá,PI,Boa,32
8294,2016-12-22T16:00:00.000Z,BG,Bangu,O3,Inadequada,120
8295,2016-12-22T16:00:00.000Z,CG,Campo Grande,O3,Regular,80
8296,2016-12-22T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,67
8297,2016-12-23T16:00:00.000Z,CA,Centro,O3,Boa,49
8298,2016-12-23T16:00:00.000Z,AV,Copacabana,PI,Regular,56
8299,2016-12-23T16:00:00.000Z,SC,São Cristóvão,O3,Regular,85
8300,2016-12-23T16:00:00.000Z,SP,Tijuca,O3,Regular,83
8301,2016-12-23T16:00:00.000Z,IR,Irajá,PI,Boa,42
8302,2016-12-23T16:00:00.000Z,BG,Bangu,O3,Regular,81
8303,2016-12-23T16:00:00.000Z,CG,Campo Grande,O3,Regular,77
8304,2016-12-23T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,70
8305,2016-12-24T16:00:00.000Z,CA,Centro,O3,Regular,82
8306,2016-12-24T16:00:00.000Z,AV,Copacabana,PI,Regular,57
8307,2016-12-24T16:00:00.000Z,SC,São Cristóvão,O3,Regular,76
8308,2016-12-24T16:00:00.000Z,SP,Tijuca,O3,Regular,67
8309,2016-12-24T16:00:00.000Z,IR,Irajá,PI,Boa,40
8310,2016-12-24T16:00:00.000Z,BG,Bangu,O3,Má,200
8311,2016-12-24T16:00:00.000Z,CG,Campo Grande,O3,Regular,92
8312,2016-12-24T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,84
8313,2016-12-25T16:00:00.000Z,CA,Centro,O3,Regular,86
8314,2016-12-25T16:00:00.000Z,AV,Copacabana,O3,Regular,72
8315,2016-12-25T16:00:00.000Z,SC,São Cristóvão,O3,Inadequada,160
