CASA BRANCA,3510807,SAO CARLOS,SBSA,83726,84.36
CÁSSIA DOS COQUEIROS,3510906,RIBEIRAO PRETO,SBRP,83668,66.77
CÁSSIA DOS COQUEIROS,3510906,PIRASSUNUNGA,SBYS,83671,80.5
CÁSSIA DOS COQUEIROS,3510906,FRANCA,SBFC,83630,81.68
CASTILHO,3511003,URUBUPUNGA,SBUP,83617,11.02
CASTILHO,3511003,ARACATUBA,SBAU,83672,121.11
CASTILHO,3511003,PRESIDENTE PRUDENTE,SBDN,83716,143.17
CATANDUVA,3511102,SAO JOSE DO RIO PRET,SBSR,-,58.6
CATANDUVA,3511102,BARRETOS,SBBT,83625,72.47
CATANDUVA,3511102,GAVIAO PEIXOTO,SBGP,-,91.62
CATIGUÁ,3511201,SAO JOSE DO RIO PRET,SBSR,-,46.47
CATIGUÁ,3511201,BARRETOS,SBBT,83625,71.36
CATIGUÁ,3511201,FRONTERA-MG,SBFT,-,88.07
CEDRAL,3511300,SAO JOSE DO RIO PRET,SBSR,-,18.15
CEDRAL,3511300,FRONTERA-MG,SBFT,-,71.77
CEDRAL,3511300,BARRETOS,SBBT,83625,80.11
CERQUEIRA CÉSAR,3511409,BAURU (AEROPORTO),SBBU,83722,82.55
CERQUEIRA CÉSAR,3511409,MARILHA - SP,SBML,-,126.13
CERQUEIRA CÉSAR,3511409,ASSIS - S,SBAS,-,142.12
CERQUILHO,3511508,CAMPINAS (AEROPORTO),SBKP,83721,68.35
CERQUILHO,3511508,SAO ROQUE,SBRQ,83058,74.89
CERQUILHO,3511508,SAO PAULO,SBXP,83781,121.21
CESÁRIO LANGE,3511607,CAMPINAS (AEROPORTO),SBKP,83721,83.74
CESÁRIO LANGE,3511607,SAO ROQUE,SBRQ,83058,86.58
CESÁRIO LANGE,3511607,SAO CARLOS,SBSA,83726,133.53
CHARQUEADA,3511706,SAO CARLOS,SBSA,83726,57.77
CHARQUEADA,3511706,PIRASSUNUNGA,SBYS,83671,75.71
CHARQUEADA,3511706,CAMPINAS (AEROPORTO),SBKP,83721,82.89
CLEMENTINA,3511904,ARACATUBA,SBAU,83672,48.9
CLEMENTINA,3511904,LINS,SBLN,83674,74.08
CLEMENTINA,3511904,MARILHA - SP,SBML,-,87.76
COLINA,3512001,BARRETOS,SBBT,83625,18.63
COLINA,3512001,FRONTERA-MG,SBFT,-,80.55
COLINA,3512001,SAO JOSE DO RIO PRET,SBSR,-,84.53
COLÔMBIA,3512100,BARRETOS,SBBT,83625,37.03
COLÔMBIA,3512100,FRONTERA-MG,SBFT,-,47.85
COLÔMBIA,3512100,SAO JOSE DO RIO PRET,SBSR,-,92.21
CONCHAL,3512209,PIRASSUNUNGA,SBYS,83671,47.73
CONCHAL,3512209,CAMPINAS (AEROPORTO),SBKP,83721,70.04
CONCHAL,3512209,SAO CARLOS,SBSA,83726,83.35
CONCHAS,3512308,CAMPINAS (AEROPORTO),SBKP,83721,92.05
CONCHAS,3512308,SAO CARLOS,SBSA,83726,106.16
CONCHAS,3512308,SAO ROQUE,SBRQ,83058,110.62
CORDEIRÓPOLIS,3512407,PIRASSUNUNGA,SBYS,83671,57.4
CORDEIRÓPOLIS,3512407,CAMPINAS (AEROPORTO),SBKP,83721,65.29
CORDEIRÓPOLIS,3512407,SAO CARLOS,SBSA,83726,69.36
COROADOS,3512506,ARACATUBA,SBAU,83672,30.49
COROADOS,3512506,LINS,SBLN,83674,65.84
COROADOS,3512506,MARILHA - SP,SBML,-,97.62
CORONEL MACEDO,3512605,BAURU (AEROPORTO),SBBU,83722,147.79
CORONEL MACEDO,3512605,TELEMACO BORBA,SBTL,-,156.45
CORONEL MACEDO,3512605,ASSIS - S,SBAS,-,161.37
CORUMBATAÍ,3512704,SAO CARLOS,SBSA,83726,35.9
CORUMBATAÍ,3512704,PIRASSUNUNGA,SBYS,83671,42.2
CORUMBATAÍ,3512704,ARARAQUARA-S,SBAQ,-,72.2
COSMÓPOLIS,3512803,CAMPINAS (AEROPORTO),SBKP,83721,39.12
COSMÓPOLIS,3512803,PIRASSUNUNGA,SBYS,83671,77.34
COSMÓPOLIS,3512803,SAO ROQUE,SBRQ,83058,96.29
COSMORAMA,3512902,SAO JOSE DO RIO PRET,SBSR,-,55.28
COSMORAMA,3512902,FRONTERA-MG,SBFT,-,64.7
COSMORAMA,3512902,ARACATUBA,SBAU,83672,102.01
COTIA,3513009,SAO ROQUE,SBRQ,83058,18.51
COTIA,3513009,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,34.36
COTIA,3513009,SAO PAULO (CAMPO DE MARTE),SBMT,83779,36.75
CRAVINHOS,3513108,RIBEIRAO PRETO,SBRP,83668,26.48
CRAVINHOS,3513108,ARARAQUARA-S,SBAQ,-,63.96
CRAVINHOS,3513108,SAO CARLOS,SBSA,83726,75.1
CRISTAIS PAULISTA,3513207,FRANCA,SBFC,83630,23.41
CRISTAIS PAULISTA,3513207,UBERABA (AEROPORTO),SBUR,83576,89.47
CRISTAIS PAULISTA,3513207,RIBEIRAO PRETO,SBRP,83668,91.69
CRUZÁLIA,3513306,ASSIS - S,SBAS,-,34.97
CRUZÁLIA,3513306,LONDRINA (AEROPORTO),SBLO,83768,73.78
CRUZÁLIA,3513306,LONDRINA,SBXO,83766,82.62
CRUZEIRO,3513405,GUARATINGUETA (AEROPORTO),SBGW,83708,31.39
CRUZEIRO,3513405,RESENDE,SBRS,83738,55.82
CRUZEIRO,3513405,PINDAMONHANGABA,SBPW,83706,67.27
CUBATÃO,3513504,SANTOS (AEROPORTO),SBST,83818,13.09
CUBATÃO,3513504,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,37.79
CUBATÃO,3513504,SAO PAULO (CAMPO DE MARTE),SBMT,83779,46.63
CUNHA,3513603,GUARATINGUETA (AEROPORTO),SBGW,83708,41
CUNHA,3513603,PINDAMONHANGABA,SBPW,83706,55.71
CUNHA,3513603,TAUBATE-SP (BASE AVIACAO TAUBATE,SBTA,-,57.03
DESCALVADO,3513702,SAO CARLOS,SBSA,83726,27.01
DESCALVADO,3513702,PIRASSUNUNGA,SBYS,83671,36.03
DESCALVADO,3513702,ARARAQUARA-S,SBAQ,-,49.76
DIADEMA,3513801,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,2.43
DIADEMA,3513801,SAO PAULO (CAMPO DE MARTE),SBMT,83779,10.11
DIADEMA,3513801,SAO PAULO,SBXP,83781,12.25
DIRCE REIS,3513850,ARACATUBA,SBAU,83672,78.73
DIRCE REIS,3513850,URUBUPUNGA,SBUP,83617,105.4
DIRCE REIS,3513850,SAO JOSE DO RIO PRET,SBSR,-,133.89
DIVINOLÂNDIA,3513900,POCOS DE CALDAS (AEROPORTO),SBPC,83644,24.77
DIVINOLÂNDIA,3513900,PIRASSUNUNGA,SBYS,83671,72.81
DIVINOLÂNDIA,3513900,SAO JOSE DA BARRA - MG (AER. FUR,SBFU,-,115.96
DOBRADA,3514007,GAVIAO PEIXOTO,SBGP,-,28.71
DOBRADA,3514007,ARARAQUARA-S,SBAQ,-,39.55
DOBRADA,3514007,RIBEIRAO PRETO,SBRP,83668,75.12
DOIS CÓRREGOS,3514106,SAO CARLOS,SBSA,83726,63.99
DOIS CÓRREGOS,3514106,ARARAQUARA-S,SBAQ,-,69.74
DOIS CÓRREGOS,3514106,GAVIAO PEIXOTO,SBGP,-,69.89
DOLCINÓPOLIS,3514205,ARACATUBA,SBAU,83672,112.99
DOLCINÓPOLIS,3514205,URUBUPUNGA,SBUP,83617,132.24
DOLCINÓPOLIS,3514205,SAO JOSE DO RIO PRET,SBSR,-,140.03
DOURADO,3514304,GAVIAO PEIXOTO,SBGP,-,39.27
DOURADO,3514304,ARARAQUARA-S,SBAQ,-,40.85
DOURADO,3514304,SAO CARLOS,SBSA,83726,48.61
DRACENA,3514403,PRESIDENTE PRUDENTE,SBDN,83716,71.21
DRACENA,3514403,URUBUPUNGA,SBUP,83617,84.07
DRACENA,3514403,ARACATUBA,SBAU,83672,128.64
DUARTINA,3514502,BAURU (AEROPORTO),SBBU,83722,36.37
DUARTINA,3514502,MARILHA - SP,SBML,-,57.24
DUARTINA,3514502,LINS,SBLN,83674,87.7
DUMONT,3514601,RIBEIRAO PRETO,SBRP,83668,25.67
DUMONT,3514601,ARARAQUARA-S,SBAQ,-,66.37
DUMONT,3514601,GAVIAO PEIXOTO,SBGP,-,74.46
ECHAPORÃ,3514700,ASSIS - S,SBAS,-,32.66
ECHAPORÃ,3514700,MARILHA - SP,SBML,-,41.49
ECHAPORÃ,3514700,LINS,SBLN,83674,98.21
ELDORADO,3514809,PARANAGUA,SBPG,83844,117.58
ELDORADO,3514809,CURITIBA,SBBI,83842,142.21
ELDORADO,3514809,CURITIBA (AEROPORTO),SBCT,83840,147.98
ELIAS FAUSTO,3514908,CAMPINAS (AEROPORTO),SBKP,83721,26.73
ELIAS FAUSTO,3514908,SAO ROQUE,SBRQ,83058,55.85
ELIAS FAUSTO,3514908,SAO PAULO,SBXP,83781,90.04
ELISIÁRIO,3514924,SAO JOSE DO RIO PRET,SBSR,-,51.14
ELISIÁRIO,3514924,BARRETOS,SBBT,83625,82.03
ELISIÁRIO,3514924,LINS,SBLN,83674,88.88
EMBAÚBA,3514957,BARRETOS,SBBT,83625,48.76
EMBAÚBA,3514957,SAO JOSE DO RIO PRET,SBSR,-,59.03
EMBAÚBA,3514957,FRONTERA-MG,SBFT,-,81.67
EMBU,3515004,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,20.68
EMBU,3515004,SAO PAULO (CAMPO DE MARTE),SBMT,83779,31.01
EMBU,3515004,SAO PAULO,SBXP,83781,33.06
EMBU-GUAÇU,3515103,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,36.81
EMBU-GUAÇU,3515103,SANTOS (AEROPORTO),SBST,83818,40.92
EMBU-GUAÇU,3515103,SAO PAULO (CAMPO DE MARTE),SBMT,83779,47.97
EMILIANÓPOLIS,3515129,PRESIDENTE PRUDENTE,SBDN,83716,42.36
EMILIANÓPOLIS,3515129,URUBUPUNGA,SBUP,83617,111.77
EMILIANÓPOLIS,3515129,ARACATUBA,SBAU,83672,131.12
ENGENHEIRO COELHO,3515152,CAMPINAS (AEROPORTO),SBKP,83721,57.16
ENGENHEIRO COELHO,3515152,PIRASSUNUNGA,SBYS,83671,59.53
ENGENHEIRO COELHO,3515152,SAO CARLOS,SBSA,83726,88.35
ESPÍRITO SANTO DO PINHAL,3515186,POCOS DE CALDAS (AEROPORTO),SBPC,83644,44.5
ESPÍRITO SANTO DO PINHAL,3515186,PIRASSUNUNGA,SBYS,83671,59.67
ESPÍRITO SANTO DO PINHAL,3515186,CAMPINAS (AEROPORTO),SBKP,83721,95.84
ESPÍRITO SANTO DO TURVO,3515194,BAURU (AEROPORTO),SBBU,83722,53.71
ESPÍRITO SANTO DO TURVO,3515194,MARILHA - SP,SBML,-,74.13
ESPÍRITO SANTO DO TURVO,3515194,ASSIS - S,SBAS,-,104.7
ESTRELA D'OESTE,3515202,ARACATUBA,SBAU,83672,96
ESTRELA D'OESTE,3515202,SAO JOSE DO RIO PRET,SBSR,-,120.77
ESTRELA D'OESTE,3515202,FRONTERA-MG,SBFT,-,128.35
ESTRELA DO NORTE,3515301,PRESIDENTE PRUDENTE,SBDN,83716,41.78
ESTRELA DO NORTE,3515301,LONDRINA (AEROPORTO),SBLO,83768,108.79
ESTRELA DO NORTE,3515301,LONDRINA,SBXO,83766,111.65
EUCLIDES DA CUNHA PAULISTA,3515350,MARINGA,SBMG,83767,121.68
EUCLIDES DA CUNHA PAULISTA,3515350,PRESIDENTE PRUDENTE,SBDN,83716,125
EUCLIDES DA CUNHA PAULISTA,3515350,LONDRINA,SBXO,83766,173.13
FARTURA,3515400,ASSIS - S,SBAS,-,127.36
FARTURA,3515400,BAURU (AEROPORTO),SBBU,83722,127.58
FARTURA,3515400,MARILHA - SP,SBML,-,140.69
FERNANDÓPOLIS,3515509,ARACATUBA,SBAU,83672,96.62
FERNANDÓPOLIS,3515509,SAO JOSE DO RIO PRET,SBSR,-,109.03
FERNANDÓPOLIS,3515509,FRONTERA-MG,SBFT,-,114.99
FERNANDO PRESTES,3515608,GAVIAO PEIXOTO,SBGP,-,59.72
FERNANDO PRESTES,3515608,ARARAQUARA-S,SBAQ,-,80.11
FERNANDO PRESTES,3515608,BARRETOS,SBBT,83625,81.79
FERNÃO,3515657,MARILHA - SP,SBML,-,43.67
FERNÃO,3515657,BAURU (AEROPORTO),SBBU,83722,49.22
FERNÃO,3515657,LINS,SBLN,83674,80.16
FERRAZ DE VASCONCELOS,3515707,SAO ROQUE,SBRQ,83058,21.65
FERRAZ DE VASCONCELOS,3515707,SAO PAULO,SBXP,83781,30.19
FERRAZ DE VASCONCELOS,3515707,SAO PAULO (CAMPO DE MARTE),SBMT,83779,30.5
FLORA RICA,3515806,PRESIDENTE PRUDENTE,SBDN,83716,53.49
FLORA RICA,3515806,URUBUPUNGA,SBUP,83617,102.34
FLORA RICA,3515806,ARACATUBA,SBAU,83672,116.5
FLOREAL,3515905,ARACATUBA,SBAU,83672,58.5
FLOREAL,3515905,SAO JOSE DO RIO PRET,SBSR,-,80.05
FLOREAL,3515905,FRONTERA-MG,SBFT,-,110.63
FLÓRIDA PAULISTA,3516002,PRESIDENTE PRUDENTE,SBDN,83716,75.96
FLÓRIDA PAULISTA,3516002,ARACATUBA,SBAU,83672,89.17
FLÓRIDA PAULISTA,3516002,URUBUPUNGA,SBUP,83617,92.31
FLORÍNIA,3516101,ASSIS - S,SBAS,-,37.6
FLORÍNIA,3516101,LONDRINA (AEROPORTO),SBLO,83768,65.31
FLORÍNIA,3516101,LONDRINA,SBXO,83766,74.37
FRANCA,3516200,FRANCA,SBFC,83630,5.84
FRANCA,3516200,RIBEIRAO PRETO,SBRP,83668,74.7
FRANCA,3516200,UBERABA (AEROPORTO),SBUR,83576,106.83
FRANCISCO MORATO,3516309,SAO PAULO,SBXP,83781,27.35
FRANCISCO MORATO,3516309,SAO PAULO (CAMPO DE MARTE),SBMT,83779,29.35
FRANCISCO MORATO,3516309,SAO PAULO (AEROP. DE GUARULHOS),SBGR,83778,31.76
FRANCO DA ROCHA,3516408,SAO ROQUE,SBRQ,83058,62.3
FRANCO DA ROCHA,3516408,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,72.3
FRANCO DA ROCHA,3516408,SAO PAULO (CAMPO DE MARTE),SBMT,83779,81.22
GABRIEL MONTEIRO,3516507,ARACATUBA,SBAU,83672,43.74
GABRIEL MONTEIRO,3516507,LINS,SBLN,83674,86.24
GABRIEL MONTEIRO,3516507,MARILHA - SP,SBML,-,100.46
GÁLIA,3516606,MARILHA - SP,SBML,-,38.8
GÁLIA,3516606,BAURU (AEROPORTO),SBBU,83722,51.93
GÁLIA,3516606,LINS,SBLN,83674,74.54
GARÇA,3516705,MARILHA - SP,SBML,-,24.38
GARÇA,3516705,LINS,SBLN,83674,62.75
GARÇA,3516705,BAURU (AEROPORTO),SBBU,83722,64.53
GASTÃO VIDIGAL,3516804,ARACATUBA,SBAU,83672,43.29
GASTÃO VIDIGAL,3516804,SAO JOSE DO RIO PRET,SBSR,-,83.55
GASTÃO VIDIGAL,3516804,LINS,SBLN,83674,107.28
GAVIÃO PEIXOTO,3516853,GAVIAO PEIXOTO,SBGP,-,5.64
GAVIÃO PEIXOTO,3516853,ARARAQUARA-S,SBAQ,-,32.78
GAVIÃO PEIXOTO,3516853,SAO CARLOS,SBSA,83726,64.61
GENERAL SALGADO,3516903,ARACATUBA,SBAU,83672,54.69
GENERAL SALGADO,3516903,SAO JOSE DO RIO PRET,SBSR,-,107.21
GENERAL SALGADO,3516903,URUBUPUNGA,SBUP,83617,121.33
GETULINA,3517000,LINS,SBLN,83674,31.6
GETULINA,3517000,MARILHA - SP,SBML,-,45.48
GETULINA,3517000,ARACATUBA,SBAU,83672,83.66
GLICÉRIO,3517109,ARACATUBA,SBAU,83672,33.69
GLICÉRIO,3517109,LINS,SBLN,83674,58.94
GLICÉRIO,3517109,MARILHA - SP,SBML,-,97.56
GUAIÇARA,3517208,LINS,SBLN,83674,10.6
GUAIÇARA,3517208,MARILHA - SP,SBML,-,68.83
GUAIÇARA,3517208,ARACATUBA,SBAU,83672,84.42
GUAIMBÊ,3517307,LINS,SBLN,83674,25.88
GUAIMBÊ,3517307,MARILHA - SP,SBML,-,34.04
GUAIMBÊ,3517307,BAURU (AEROPORTO),SBBU,83722,95.07
GUAÍRA,3517406,BARRETOS,SBBT,83625,38.5
GUAÍRA,3517406,UBERABA (AEROPORTO),SBUR,83576,73.12
GUAÍRA,3517406,FRONTERA-MG,SBFT,-,85.18
GUAPIAÇU,3517505,SAO JOSE DO RIO PRET,SBSR,-,22.87
GUAPIAÇU,3517505,FRONTERA-MG,SBFT,-,51.51
GUAPIAÇU,3517505,BARRETOS,SBBT,83625,63.87
GUAPIARA,3517604,PARANAGUA,SBPG,83844,145.55
GUAPIARA,3517604,CURITIBA,SBBI,83842,148.6
GUAPIARA,3517604,CURITIBA (AEROPORTO),SBCT,83840,158.11
GUARÁ,3517703,FRANCA,SBFC,83630,37.55
GUARÁ,3517703,RIBEIRAO PRETO,SBRP,83668,70.87
GUARÁ,3517703,UBERABA (AEROPORTO),SBUR,83576,81.81
GUARAÇAÍ,3517802,URUBUPUNGA,SBUP,83617,43.88
GUARAÇAÍ,3517802,ARACATUBA,SBAU,83672,88.3
GUARAÇAÍ,3517802,PRESIDENTE PRUDENTE,SBDN,83716,122.52
GUARACI,3517901,FRONTERA-MG,SBFT,-,21.22
GUARACI,3517901,BARRETOS,SBBT,83625,47.82
GUARACI,3517901,SAO JOSE DO RIO PRET,SBSR,-,62.77
GUARANI D'OESTE,3518008,ARACATUBA,SBAU,83672,118.81
GUARANI D'OESTE,3518008,FRONTERA-MG,SBFT,-,123.76
GUARANI D'OESTE,3518008,SAO JOSE DO RIO PRET,SBSR,-,127.86
GUARANTÃ,3518107,LINS,SBLN,83674,32.1
GUARANTÃ,3518107,MARILHA - SP,SBML,-,45.11
GUARANTÃ,3518107,BAURU (AEROPORTO),SBBU,83722,69.7
GUARARAPES,3518206,ARACATUBA,SBAU,83672,32.45
GUARARAPES,3518206,URUBUPUNGA,SBUP,83617,105.68
GUARARAPES,3518206,LINS,SBLN,83674,106.68
GUARAREMA,3518305,SAO JOSE DOS CAMPOS (AEROPORTO),SBSJ,83829,30.48
GUARAREMA,3518305,SAO PAULO (AEROP. DE GUARULHOS),SBGR,83778,40.89
GUARAREMA,3518305,SAO PAULO,SBXP,83781,56.81
GUARATINGUETÁ,3518404,GUARATINGUETA (AEROPORTO),SBGW,83708,4.23
GUARATINGUETÁ,3518404,PINDAMONHANGABA,SBPW,83706,32.07
GUARATINGUETÁ,3518404,TAUBATE-SP (BASE AVIACAO TAUBATE,SBTA,-,37.98
GUAREÍ,3518503,SAO ROQUE,SBRQ,83058,113.55
GUAREÍ,3518503,CAMPINAS (AEROPORTO),SBKP,83721,119.85
GUAREÍ,3518503,BAURU (AEROPORTO),SBBU,83722,145.64
GUARIBA,3518602,GAVIAO PEIXOTO,SBGP,-,45.05
GUARIBA,3518602,ARARAQUARA-S,SBAQ,-,45.73
GUARIBA,3518602,RIBEIRAO PRETO,SBRP,83668,56.49
GUARUJÁ,3518701,SANTOS (AEROPORTO),SBST,83818,6.45
GUARUJÁ,3518701,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,53.83
GUARUJÁ,3518701,SAO PAULO (CAMPO DE MARTE),SBMT,83779,60.7
GUARULHOS,3518800,SAO PAULO (AEROP. DE GUARULHOS),SBGR,83778,2.15
GUARULHOS,3518800,SAO PAULO,SBXP,83781,19.18
GUARULHOS,3518800,SAO PAULO (CAMPO DE MARTE),SBMT,83779,20.54
GUATAPARÁ,3518859,ARARAQUARA-S,SBAQ,-,42.11
GUATAPARÁ,3518859,RIBEIRAO PRETO,SBRP,83668,42.43
GUATAPARÁ,3518859,GAVIAO PEIXOTO,SBGP,-,56.38
GUZOLÂNDIA,3518909,ARACATUBA,SBAU,83672,62.98
GUZOLÂNDIA,3518909,URUBUPUNGA,SBUP,83617,91.06
GUZOLÂNDIA,3518909,SAO JOSE DO RIO PRET,SBSR,-,137.94
HERCULÂNDIA,3519006,MARILHA - SP,SBML,-,52.46
HERCULÂNDIA,3519006,LINS,SBLN,83674,71.99
HERCULÂNDIA,3519006,ASSIS - S,SBAS,-,74.62
HOLAMBRA,3519055,CAMPINAS (AEROPORTO),SBKP,83721,45.89
HOLAMBRA,3519055,SAO PAULO (AEROP. DE GUARULHOS),SBGR,83778,86.63
HOLAMBRA,3519055,SAO PAULO,SBXP,83781,90.42
HORTOLÂNDIA,3519071,CAMPINAS (AEROPORTO),SBKP,83721,12.26
HORTOLÂNDIA,3519071,SAO ROQUE,SBRQ,83058,67.16
HORTOLÂNDIA,3519071,SAO PAULO,SBXP,83781,87.76
IACANGA,3519105,BAURU (AEROPORTO),SBBU,83722,48.18
IACANGA,3519105,GAVIAO PEIXOTO,SBGP,-,67.22
IACANGA,3519105,LINS,SBLN,83674,77.32
IACRI,3519204,ARACATUBA,SBAU,83672,77.04
IACRI,3519204,MARILHA - SP,SBML,-,83.79
IACRI,3519204,LINS,SBLN,83674,91.17
IARAS,3519253,BAURU (AEROPORTO),SBBU,83722,55.63
IARAS,3519253,MARILHA - SP,SBML,-,109.78
IARAS,3519253,GAVIAO PEIXOTO,SBGP,-,137.41
IBATÉ,3519303,SAO CARLOS,SBSA,83726,17.67
IBATÉ,3519303,ARARAQUARA-S,SBAQ,-,20.04
IBATÉ,3519303,GAVIAO PEIXOTO,SBGP,-,43.68
IBIRÁ,3519402,SAO JOSE DO RIO PRET,SBSR,-,35.77
IBIRÁ,3519402,BARRETOS,SBBT,83625,84.73
IBIRÁ,3519402,LINS,SBLN,83674,85.99
IBIRAREMA,3519501,ASSIS - S,SBAS,-,43.39
IBIRAREMA,3519501,MARILHA - SP,SBML,-,72.37
IBIRAREMA,3519501,BAURU (AEROPORTO),SBBU,83722,117.12
IBITINGA,3519600,GAVIAO PEIXOTO,SBGP,-,46.29
IBITINGA,3519600,BAURU (AEROPORTO),SBBU,83722,62.91
IBITINGA,3519600,ARARAQUARA-S,SBAQ,-,74.09
IBIÚNA,3519709,SAO ROQUE,SBRQ,83058,32.24
IBIÚNA,3519709,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,62.24
IBIÚNA,3519709,SAO PAULO (CAMPO DE MARTE),SBMT,83779,67.54
ICÉM,3519808,FRONTERA-MG,SBFT,-,9.16
ICÉM,3519808,SAO JOSE DO RIO PRET,SBSR,-,53.56
ICÉM,3519808,BARRETOS,SBBT,83625,65.61
IEPÊ,3519907,ASSIS - S,SBAS,-,62.27
IEPÊ,3519907,PRESIDENTE PRUDENTE,SBDN,83716,64.66
IEPÊ,3519907,LONDRINA (AEROPORTO),SBLO,83768,75.02
IGARAÇU DO TIETÊ,3520004,BAURU (AEROPORTO),SBBU,83722,56.54
IGARAÇU DO TIETÊ,3520004,GAVIAO PEIXOTO,SBGP,-,87.65
IGARAÇU DO TIETÊ,3520004,SAO CARLOS,SBSA,83726,92.85
IGARAPAVA,3520103,UBERABA (AEROPORTO),SBUR,83576,44.49
IGARAPAVA,3520103,FRANCA,SBFC,83630,63.03
IGARAPAVA,3520103,ARAXA-M,SBAX,-,92.63
IGARATÁ,3520202,SAO JOSE DOS CAMPOS (AEROPORTO),SBSJ,83829,29.44
IGARATÁ,3520202,SAO PAULO (AEROP. DE GUARULHOS),SBGR,83778,45.36
IGARATÁ,3520202,SAO PAULO,SBXP,83781,62.74
IGUAPE,3520301,SAO ROQUE,SBRQ,83058,120.08
IGUAPE,3520301,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,134.33
IGUAPE,3520301,SANTOS (AEROPORTO),SBST,83818,139.89
ILHABELA,3520400,SAO JOSE DOS CAMPOS (AEROPORTO),SBSJ,83829,83.38
ILHABELA,3520400,TAUBATE-SP (BASE AVIACAO TAUBATE,SBTA,-,87.24
ILHABELA,3520400,PINDAMONHANGABA,SBPW,83706,93.53
ILHA COMPRIDA,3520426,PARANAGUA,SBPG,83844,107.07
ILHA COMPRIDA,3520426,CURITIBA (AEROPORTO),SBCT,83840,163.01
ILHA COMPRIDA,3520426,CURITIBA,SBBI,83842,163.67
ILHA SOLTEIRA,3520442,URUBUPUNGA,SBUP,83617,52.26
ILHA SOLTEIRA,3520442,ARACATUBA,SBAU,83672,116.03
ILHA SOLTEIRA,3520442,PRESIDENTE PRUDENTE,SBDN,83716,195.27
INDAIATUBA,3520509,SAO ROQUE,SBRQ,83058,21.52
INDAIATUBA,3520509,CAMPINAS (AEROPORTO),SBKP,83721,62.95
INDAIATUBA,3520509,SAO PAULO (AEROPORTO CONGONHAS),SBSP,83780,72.07
INDIANA,3520608,PRESIDENTE PRUDENTE,SBDN,83716,18.1
INDIANA,3520608,ASSIS - S,SBAS,-,99.99
INDIANA,3520608,LONDRINA (AEROPORTO),SBLO,83768,132.65
INDIAPORÃ,3520707,FRONTERA-MG,SBFT,-,119.02
INDIAPORÃ,3520707,SAO JOSE DO RIO PRET,SBSR,-,130.65
INDIAPORÃ,3520707,ARACATUBA,SBAU,83672,132.48
INÚBIA PAULISTA,3520806,PRESIDENTE PRUDENTE,SBDN,83716,69.17
INÚBIA PAULISTA,3520806,ARACATUBA,SBAU,83672,86.95
INÚBIA PAULISTA,3520806,ASSIS - S,SBAS,-,112.01
IPAUSSU,3520905,ASSIS - S,SBAS,-,98.92
IPAUSSU,3520905,BAURU (AEROPORTO),SBBU,83722,99.64
IPAUSSU,3520905,MARILHA - SP,SBML,-,103.56
IPERÓ,3521002,SAO ROQUE,SBRQ,83058,53.94
IPERÓ,3521002,CAMPINAS (AEROPORTO),SBKP,83721,68.72
IPERÓ,3521002,SAO PAULO,SBXP,83781,103.87
IPEÚNA,3521101,SAO CARLOS,SBSA,83726,47.7
IPEÚNA,3521101,PIRASSUNUNGA,SBYS,83671,64.37
IPEÚNA,3521101,ARARAQUARA-S,SBAQ,-,81.64
IPIGUÁ,3521150,SAO JOSE DO RIO PRET,SBSR,-,15.05
IPIGUÁ,3521150,FRONTERA-MG,SBFT,-,63.48
IPIGUÁ,3521150,BARRETOS,SBBT,83625,98.76
IPORANGA,3521200,PARANAGUA,SBPG,83844,112.08
IPORANGA,3521200,CURITIBA,SBBI,83842,120.4
IPORANGA,3521200,CURITIBA (AEROPORTO),SBCT,83840,128.48
IPUÃ,3521309,BARRETOS,SBBT,83625,58.46
IPUÃ,3521309,FRANCA,SBFC,83630,68.73
IPUÃ,3521309,UBERABA (AEROPORTO),SBUR,83576,72.61
IRACEMÁPOLIS,3521408,SAO CARLOS,SBSA,83726,66.7
IRACEMÁPOLIS,3521408,CAMPINAS (AEROPORTO),SBKP,83721,71.77
IRACEMÁPOLIS,3521408,PIRASSUNUNGA,SBYS,83671,76.9
IRAPUÃ,3521507,SAO JOSE DO RIO PRET,SBSR,-,51.91
IRAPUÃ,3521507,LINS,SBLN,83674,57.75
IRAPUÃ,3521507,ARACATUBA,SBAU,83672,108.05
IRAPURU,3521606,PRESIDENTE PRUDENTE,SBDN,83716,77.95
IRAPURU,3521606,URUBUPUNGA,SBUP,83617,79.43
IRAPURU,3521606,ARACATUBA,SBAU,83672,102.76
ITABERÁ,3521705,TELEMACO BORBA,SBTL,-,161.04
ITABERÁ,3521705,CURITIBA,SBBI,83842,170.39
ITABERÁ,3521705,PONTA GROSSA,SBGS,83837,171.85
ITAÍ,3521804,BAURU (AEROPORTO),SBBU,83722,127.75
ITAÍ,3521804,MARILHA - SP,SBML,-,168.56
